Disease,Patient_Count,Severity_Score,PPEkits,Beds,Doctors,Ventilator,Oxygen Cylinder
Pneumonia,489,2,38,84,6,4,14
Stroke,59,4,312,96,4,4,44
Heart_Failure,196,1,48,24,5,3,24
Covid,129,2,134,18,4,0,14
Stroke,60,4,228,76,4,12,52
Heart_Failure,439,1,49,24,2,3,21
Pneumonia,110,2,110,12,18,8,44
Stroke,160,2,92,46,16,4,58
Sepsis,420,1,50,9,9,4,28
Severe_Trauma,286,1,86,23,9,0,20
Stroke,161,2,22,94,6,2,18
Pneumonia,277,3,132,132,3,12,36
Pneumonia,376,4,200,172,24,16,28
Covid,357,4,332,44,4,8,92
Pneumonia,61,1,61,26,1,1,15
Sepsis,431,4,236,132,24,12,72
Pneumonia,84,4,396,24,12,8,84
Covid,350,2,196,28,8,0,50
Pneumonia,222,4,312,104,28,8,44
Heart_Failure,237,4,88,84,16,8,68
Heart_Failure,423,2,180,32,8,8,42
Covid,214,4,160,84,8,4,36
Sepsis,59,3,246,72,9,12,84
Heart_Failure,248,4,176,80,4,4,40
Covid,171,1,76,20,9,4,14
Pneumonia,283,3,234,66,27,3,72
Sepsis,357,3,228,45,24,12,48
Stroke,367,2,124,96,12,6,54
Heart_Failure,107,4,196,172,4,16,72
Pneumonia,339,4,228,152,12,8,24
Severe_Trauma,141,1,88,23,8,1,25
Sepsis,418,1,64,38,1,0,10
Pneumonia,291,2,140,20,18,0,46
Sepsis,86,2,172,78,16,8,22
Covid,490,1,54,16,4,4,6
Stroke,83,3,279,69,3,6,39
Covid,164,3,63,30,12,6,30
Covid,133,1,82,22,5,2,6
Stroke,244,3,33,18,3,6,39
Pneumonia,378,1,60,19,6,0,6
Pneumonia,407,2,130,12,4,0,22
Sepsis,206,4,320,32,36,8,76
Pneumonia,355,2,26,42,14,6,40
Pneumonia,389,3,246,78,15,9,66
Stroke,491,2,80,98,10,8,44
Heart_Failure,66,2,172,76,10,6,24
Sepsis,464,4,128,128,8,0,104
Pneumonia,141,3,153,72,6,0,87
Severe_Trauma,227,3,192,84,3,9,60
Pneumonia,462,2,194,34,12,8,24
Heart_Failure,445,2,120,30,14,8,54
Severe_Trauma,222,4,136,188,24,12,44
Covid,407,3,264,51,9,6,57
Stroke,363,1,86,47,4,4,26
Sepsis,408,2,42,54,8,8,10
Stroke,361,3,54,63,3,9,69
Heart_Failure,298,2,78,48,16,2,36
Sepsis,353,3,285,117,12,6,45
Pneumonia,67,4,96,128,24,8,104
Heart_Failure,182,1,38,10,5,3,5
Stroke,451,1,99,19,8,2,6
Stroke,236,3,261,102,15,0,24
Covid,57,2,80,74,14,4,50
Sepsis,328,3,294,48,6,12,54
Stroke,141,4,244,172,8,8,80
Covid,381,3,249,69,9,0,54
Sepsis,154,4,160,184,4,8,56
Stroke,471,2,138,76,14,4,22
Sepsis,450,3,138,126,27,6,39
Heart_Failure,362,1,53,25,2,1,23
Severe_Trauma,225,3,132,66,27,6,36
Stroke,294,4,376,120,20,0,64
Severe_Trauma,168,2,76,84,18,0,32
Severe_Trauma,163,1,55,35,2,1,11
Heart_Failure,175,3,228,120,24,3,24
Severe_Trauma,437,1,99,49,9,1,25
Severe_Trauma,127,2,40,86,12,2,36
Heart_Failure,377,1,35,46,9,1,8
Severe_Trauma,64,2,58,40,6,8,10
Severe_Trauma,237,4,268,24,32,16,24
Covid,458,2,102,38,2,4,48
Stroke,213,4,168,128,12,4,56
Pneumonia,102,3,207,102,18,0,18
Severe_Trauma,218,1,30,43,5,1,26
Covid,91,1,28,10,5,2,22
Sepsis,151,1,84,49,4,1,25
Stroke,64,2,130,72,18,6,48
Stroke,448,1,43,36,3,1,28
Severe_Trauma,373,3,75,15,9,3,78
Sepsis,316,3,87,15,18,3,54
Covid,456,3,243,42,18,6,45
Stroke,145,1,96,6,2,4,6
Heart_Failure,391,2,88,20,16,0,58
Severe_Trauma,94,2,104,38,12,6,54
Sepsis,184,1,52,20,8,4,24
Stroke,343,3,132,33,9,12,63
Covid,68,1,69,19,6,4,20
Covid,276,1,36,12,7,3,9
Pneumonia,176,3,243,102,12,3,30
Heart_Failure,115,4,380,64,4,12,100
Stroke,123,4,164,100,16,4,84
Stroke,334,3,45,87,3,6,33
Sepsis,309,4,164,104,20,4,52
Pneumonia,152,1,52,7,9,0,29
Pneumonia,69,3,57,90,3,6,66
Covid,305,2,172,16,10,2,58
Heart_Failure,234,4,204,112,4,16,96
Pneumonia,154,1,71,5,6,2,25
Stroke,149,2,96,82,18,0,58
Pneumonia,385,1,60,24,5,0,21
Pneumonia,442,3,159,108,27,6,42
Severe_Trauma,156,3,246,93,12,0,18
Heart_Failure,270,4,368,64,36,12,88
Covid,438,1,43,7,4,4,28
Covid,312,1,54,22,9,2,29
Pneumonia,456,3,234,114,12,6,87
Covid,478,1,82,6,1,1,19
Heart_Failure,436,1,93,7,7,0,9
Sepsis,184,3,222,96,12,0,18
Severe_Trauma,87,2,84,34,6,0,14
Pneumonia,414,2,86,80,10,2,30
Pneumonia,271,2,88,22,10,8,26
Severe_Trauma,467,3,30,135,27,3,54
Heart_Failure,56,2,22,32,4,4,10
Sepsis,470,3,144,144,9,6,60
Severe_Trauma,59,3,126,66,27,9,81
Sepsis,248,4,296,60,24,0,68
Covid,275,4,316,112,12,8,76
Heart_Failure,324,3,243,57,6,0,84
Pneumonia,85,1,31,5,3,2,17
Pneumonia,110,1,90,43,2,2,12
Covid,285,2,74,58,10,0,14
Severe_Trauma,309,2,160,50,8,2,40
Heart_Failure,324,2,42,26,8,6,58
Pneumonia,188,3,168,87,9,9,39
Covid,427,1,94,28,9,0,12
Covid,252,1,82,28,3,1,16
Stroke,402,3,81,78,27,0,72
Stroke,302,2,50,88,18,2,48
Covid,227,2,74,16,12,4,34
Sepsis,417,1,24,33,7,2,7
Pneumonia,176,4,388,140,4,8,64
Covid,414,3,207,69,9,6,54
Heart_Failure,107,2,76,42,12,4,24
Stroke,399,3,33,99,24,6,36
Heart_Failure,274,2,124,94,18,6,24
Sepsis,291,1,67,16,3,0,7
Stroke,173,3,162,48,18,6,66
Sepsis,145,1,74,41,9,4,5
Severe_Trauma,356,4,360,148,32,12,44
Severe_Trauma,170,2,20,58,8,4,44
Heart_Failure,247,2,68,36,16,0,22
Covid,94,2,32,78,12,6,44
Sepsis,59,1,83,15,2,2,25
Covid,155,3,228,15,12,6,72
Covid,477,2,24,66,14,6,58
Severe_Trauma,249,4,116,156,12,8,56
Stroke,265,1,60,13,4,1,11
Covid,132,2,148,64,6,4,10
Covid,482,4,220,48,8,0,88
Severe_Trauma,492,1,76,9,8,4,13
Stroke,76,1,13,8,3,4,14
Severe_Trauma,114,4,340,24,16,4,104
Heart_Failure,447,3,189,129,6,0,84
Stroke,349,1,32,27,2,0,16
Heart_Failure,404,3,42,132,15,6,69
Heart_Failure,406,1,76,49,4,1,11
Covid,166,2,28,46,16,6,32
Stroke,498,1,57,48,7,3,6
Heart_Failure,80,1,48,35,3,0,22
Stroke,222,4,196,28,12,4,84
Severe_Trauma,82,4,128,180,4,16,88
Pneumonia,136,4,104,140,20,4,116
Stroke,70,4,176,92,28,12,64
Sepsis,342,3,234,78,3,3,27
Sepsis,171,1,88,44,8,2,21
Pneumonia,445,2,96,18,2,2,30
Heart_Failure,249,2,26,24,6,6,34
Pneumonia,411,1,99,12,3,2,19
Sepsis,275,2,150,92,4,6,54
Stroke,63,3,183,117,3,3,30
Sepsis,337,2,48,36,4,8,58
Severe_Trauma,140,3,168,144,15,6,60
Severe_Trauma,394,1,25,45,9,3,17
Pneumonia,344,2,180,86,10,8,18
Stroke,272,3,288,111,15,3,24
Pneumonia,375,2,100,72,10,0,54
Stroke,281,2,36,70,4,6,24
Heart_Failure,133,2,102,70,8,4,48
Covid,418,2,104,72,18,2,14
Sepsis,486,4,288,128,16,12,32
Pneumonia,271,2,186,40,10,8,42
Stroke,195,3,177,54,24,0,75
Stroke,334,4,304,108,24,12,28
Covid,305,4,76,28,20,12,76
Heart_Failure,159,3,159,90,3,12,51
Pneumonia,124,2,114,70,12,8,44
Sepsis,158,3,156,36,9,0,57
Covid,86,4,208,72,16,12,112
Sepsis,316,2,50,10,2,4,22
Severe_Trauma,127,2,192,94,18,6,16
Covid,256,1,31,32,2,3,29
Heart_Failure,244,4,140,40,12,0,68
Covid,346,2,144,86,18,0,12
Sepsis,95,4,224,108,20,0,44
Covid,89,3,273,102,9,12,30
Stroke,107,4,372,44,4,16,88
Stroke,59,3,120,111,27,6,63
Pneumonia,110,4,220,104,24,12,64
Sepsis,52,2,104,34,12,8,50
Stroke,203,3,285,126,6,9,48
Heart_Failure,304,2,192,20,18,4,50
Stroke,394,1,18,6,3,2,15
Stroke,72,3,78,81,12,6,66
Covid,98,3,165,90,18,6,72
Covid,251,1,70,6,4,3,14
Pneumonia,206,4,264,144,8,16,64
Stroke,59,2,194,98,10,6,44
Sepsis,108,3,60,15,12,0,33
Heart_Failure,334,2,78,16,14,4,44
Stroke,376,3,273,105,9,12,42
Covid,362,4,152,20,36,16,80
Sepsis,110,2,196,24,18,8,20
Stroke,369,2,78,10,18,8,18
Stroke,468,4,284,132,8,12,52
Sepsis,265,3,135,126,21,6,48
Pneumonia,158,2,100,96,8,2,24
Covid,118,2,146,18,14,4,52
Sepsis,121,1,65,5,4,0,24
Sepsis,409,1,77,22,3,3,25
Stroke,174,2,48,92,18,6,42
Pneumonia,265,1,65,13,1,2,25
Heart_Failure,297,1,30,23,8,0,29
Covid,468,3,243,69,21,0,60
Severe_Trauma,239,1,66,8,2,1,10
Stroke,497,4,100,84,16,0,108
Heart_Failure,209,2,72,46,16,0,26
Severe_Trauma,476,4,396,92,36,0,100
Severe_Trauma,277,1,77,47,2,3,25
Pneumonia,179,3,84,114,21,6,39
Covid,438,2,86,36,12,8,24
Heart_Failure,255,1,65,47,5,2,28
Stroke,85,3,234,42,9,3,45
Stroke,158,3,72,42,12,9,72
Severe_Trauma,215,1,91,28,1,3,18
Pneumonia,291,3,144,120,6,9,84
Covid,423,3,180,66,21,0,84
Pneumonia,253,2,148,36,12,6,36
Pneumonia,199,4,168,24,20,0,96
Stroke,437,1,68,47,5,1,21
Heart_Failure,202,1,63,22,5,2,8
Pneumonia,381,1,99,22,3,3,14
Sepsis,57,2,74,88,16,0,36
Covid,122,1,71,7,5,1,27
Severe_Trauma,140,1,18,23,5,2,21
Stroke,194,3,159,135,21,3,15
Severe_Trauma,145,1,18,16,8,4,5
Pneumonia,482,2,172,22,8,4,30
Severe_Trauma,357,2,62,26,6,4,10
Heart_Failure,332,4,156,72,20,16,96
Covid,254,1,72,35,6,4,16
Pneumonia,52,4,368,140,8,8,36
Pneumonia,299,4,292,76,8,16,68
Sepsis,413,1,28,30,3,4,8
Pneumonia,302,2,168,12,10,0,12
Stroke,326,2,182,16,6,6,52
Covid,421,2,50,98,18,0,24
Covid,240,3,72,144,12,0,81
Severe_Trauma,64,3,159,51,3,9,15
Pneumonia,148,2,198,82,18,2,42
Stroke,284,4,132,48,28,12,68
Severe_Trauma,433,3,288,84,27,6,75
Sepsis,164,1,46,26,8,4,18
Sepsis,439,2,180,46,2,8,38
Heart_Failure,479,4,348,100,4,16,44
Pneumonia,257,2,172,56,4,2,26
Sepsis,263,4,88,84,4,12,40
Severe_Trauma,329,4,180,196,4,8,92
Sepsis,74,3,33,30,12,3,45
Sepsis,251,4,352,164,12,8,104
Sepsis,202,4,116,72,4,0,116
Stroke,212,1,66,11,2,3,19
Covid,128,1,40,36,7,0,29
Severe_Trauma,224,1,10,32,5,0,7
Stroke,391,3,150,63,15,9,63
Heart_Failure,383,4,380,52,36,16,44
Severe_Trauma,462,4,148,136,28,8,92
Severe_Trauma,90,3,144,33,9,0,30
Severe_Trauma,344,3,39,117,12,9,78
Heart_Failure,75,1,29,45,2,3,22
Pneumonia,331,1,67,39,9,4,24
Covid,261,3,255,99,27,6,45
Heart_Failure,340,1,46,31,7,4,18
Severe_Trauma,363,4,144,148,8,0,104
Pneumonia,147,1,79,35,7,1,18
Severe_Trauma,229,2,148,30,8,2,32
Pneumonia,334,4,144,144,32,0,76
Heart_Failure,343,4,180,60,16,8,68
Severe_Trauma,196,2,60,30,6,2,36
Covid,379,1,66,40,2,3,11
Covid,79,4,348,164,28,0,36
Sepsis,190,3,159,84,24,9,57
Pneumonia,438,3,210,138,18,9,54
Sepsis,393,3,45,78,15,9,42
Stroke,56,1,51,40,5,1,29
Sepsis,139,3,279,30,9,3,78
Stroke,254,4,56,24,28,4,36
Pneumonia,152,1,76,6,1,3,14
Pneumonia,114,4,368,88,8,4,104
Heart_Failure,401,3,144,108,24,12,30
Severe_Trauma,424,4,116,84,32,8,96
Heart_Failure,314,4,172,156,28,12,116
Sepsis,110,4,380,84,12,8,84
Sepsis,315,3,225,42,24,9,63
Pneumonia,314,1,74,33,6,0,26
Sepsis,356,1,45,46,1,4,10
Stroke,103,3,138,105,15,9,45
Covid,152,1,82,11,2,1,12
Pneumonia,280,3,159,111,21,6,78
Sepsis,180,1,62,19,2,2,5
Stroke,320,3,297,132,24,6,57
Covid,355,4,144,28,4,4,48
Pneumonia,459,3,162,123,12,12,18
Heart_Failure,309,4,132,96,20,16,44
Heart_Failure,105,1,17,35,6,4,16
Sepsis,194,1,81,24,7,3,11
Covid,433,1,36,17,8,4,27
Sepsis,166,2,84,70,2,2,56
Sepsis,489,1,96,30,6,3,28
Sepsis,299,4,328,40,32,16,48
Stroke,414,1,89,37,8,3,19
Covid,315,2,68,16,18,8,40
Pneumonia,487,1,94,23,1,4,7
Sepsis,466,3,111,117,21,6,33
Stroke,476,4,92,76,8,8,116
Heart_Failure,345,2,52,30,8,8,42
Covid,276,4,156,56,16,16,24
Covid,110,3,135,111,27,3,75
Severe_Trauma,323,2,144,82,10,2,26
Stroke,383,2,128,10,14,4,44
Severe_Trauma,139,1,69,28,8,3,28
Sepsis,399,4,292,168,8,16,68
Pneumonia,84,3,132,123,27,12,54
Severe_Trauma,125,3,105,117,6,6,81
Heart_Failure,438,4,172,32,24,8,112
Covid,210,4,256,96,4,4,96
Covid,54,2,132,10,8,2,34
Covid,271,3,240,102,27,3,48
Stroke,479,1,10,45,9,2,7
Heart_Failure,335,2,42,90,2,0,52
Covid,200,2,108,76,2,8,56
Covid,430,1,84,27,5,4,18
Severe_Trauma,140,4,260,56,16,0,96
Covid,136,2,178,20,6,6,50
Stroke,188,3,141,51,12,3,33
Sepsis,410,1,20,36,3,0,21
Heart_Failure,303,2,60,90,16,2,12
Covid,325,1,80,5,8,2,5
Severe_Trauma,480,3,285,96,9,9,63
Sepsis,257,2,198,78,14,4,16
Severe_Trauma,228,2,156,46,16,2,54
Sepsis,93,2,94,48,14,6,56
Sepsis,226,3,222,42,24,3,36
Sepsis,490,4,292,120,16,4,36
Covid,457,3,279,87,15,3,15
Pneumonia,454,3,165,51,18,3,30
Stroke,302,4,240,156,12,0,96
Severe_Trauma,170,2,190,14,12,0,16
Sepsis,78,4,372,196,24,4,32
Sepsis,485,1,80,19,9,2,5
Pneumonia,422,4,44,152,28,8,68
Heart_Failure,362,3,240,54,12,9,57
Covid,246,4,352,76,32,0,76
Covid,100,4,380,148,16,12,36
Pneumonia,299,1,96,7,8,4,9
Covid,59,2,30,92,4,2,10
Covid,436,4,276,80,32,4,60
Covid,315,2,170,74,2,0,22
Heart_Failure,367,3,57,15,27,9,18
Sepsis,63,3,243,81,21,3,45
Stroke,90,2,128,14,6,6,14
Covid,151,3,135,78,9,0,33
Heart_Failure,498,1,76,16,7,3,15
Sepsis,435,1,87,9,8,4,10
Stroke,350,1,58,14,1,3,8
Pneumonia,224,1,88,22,6,4,9
Sepsis,56,4,356,44,24,0,112
Sepsis,176,4,196,80,16,16,36
Heart_Failure,148,3,69,126,6,12,84
Heart_Failure,381,4,40,24,16,12,56
Covid,171,2,58,78,6,4,22
Pneumonia,226,1,61,30,5,4,15
Pneumonia,225,2,60,12,16,4,54
Severe_Trauma,116,3,204,120,9,0,54
Heart_Failure,280,4,320,132,8,12,96
Covid,245,3,183,117,9,6,39
Severe_Trauma,355,3,255,78,18,6,48
Severe_Trauma,338,3,252,33,15,6,57
Stroke,312,4,312,176,20,0,96
Covid,194,2,188,38,8,0,18
Heart_Failure,263,2,196,84,16,8,20
Pneumonia,75,2,132,20,2,8,26
Stroke,292,3,177,90,3,0,15
Stroke,419,1,39,23,9,2,6
Sepsis,272,4,88,56,32,8,92
Heart_Failure,356,4,256,140,16,8,96
Severe_Trauma,355,4,352,64,32,8,68
Stroke,314,2,40,50,8,8,58
Pneumonia,333,3,63,66,3,3,27
Heart_Failure,110,4,152,124,8,8,60
Stroke,454,2,82,60,12,8,42
Covid,278,4,304,96,12,8,24
Covid,230,1,98,37,7,4,20
Severe_Trauma,391,4,60,152,16,4,40
Pneumonia,208,1,78,22,8,1,8
Heart_Failure,206,4,148,96,12,12,88
Heart_Failure,352,4,40,168,20,0,80
Covid,70,4,124,120,36,16,88
Covid,173,3,99,39,15,6,36
Stroke,253,3,285,93,3,6,69
Covid,267,4,320,160,20,4,60
Covid,447,4,208,40,8,16,48
Severe_Trauma,383,2,182,76,10,2,28
Severe_Trauma,82,3,180,123,6,12,30
Covid,174,4,208,168,20,4,76
Pneumonia,242,3,60,111,6,3,18
Pneumonia,64,2,94,30,14,6,32
Sepsis,115,2,84,10,4,6,58
Stroke,443,1,48,45,6,4,21
Pneumonia,244,4,216,120,8,12,72
Sepsis,202,4,160,72,20,12,88
Covid,306,1,61,39,5,2,24
Sepsis,57,1,95,7,6,4,7
Stroke,149,4,280,88,36,12,24
Pneumonia,442,3,57,36,9,9,21
Severe_Trauma,282,4,148,104,24,12,80
Pneumonia,146,3,177,66,3,3,81
Heart_Failure,327,2,88,54,18,8,18
Severe_Trauma,342,4,40,124,28,4,96
Heart_Failure,233,4,296,96,36,12,100
Sepsis,348,2,180,70,14,0,36
Heart_Failure,123,4,72,128,12,16,92
Stroke,201,2,104,42,14,4,16
Heart_Failure,372,4,336,140,16,0,88
Covid,401,3,258,138,27,9,60
Stroke,328,3,33,132,3,12,39
Sepsis,366,3,234,141,24,12,69
Covid,464,4,224,160,12,8,92
Pneumonia,289,4,56,68,12,0,104
Stroke,283,3,255,24,18,9,45
Pneumonia,332,2,110,20,18,0,54
Sepsis,287,1,32,16,7,0,27
Covid,98,1,34,5,4,1,22
Covid,110,2,96,64,10,6,34
Stroke,223,4,240,48,32,0,24
Stroke,288,3,192,24,3,3,54
Pneumonia,85,3,273,54,9,0,69
Sepsis,393,4,328,104,16,8,100
Heart_Failure,178,2,38,12,16,6,46
Heart_Failure,93,4,388,100,36,12,100
Stroke,292,4,340,56,16,0,20
Heart_Failure,318,3,225,48,21,6,21
Covid,57,2,194,96,12,6,26
Sepsis,411,2,120,18,14,6,36
Severe_Trauma,278,4,308,192,24,12,56
Heart_Failure,88,2,100,50,16,8,34
Heart_Failure,339,3,198,21,3,0,72
Heart_Failure,125,1,30,23,6,0,12
Pneumonia,209,3,204,66,3,3,87
Sepsis,78,2,58,32,14,2,34
Heart_Failure,301,3,204,138,6,9,57
Severe_Trauma,166,2,50,70,2,0,14
Stroke,80,1,48,27,7,1,25
Stroke,109,1,28,45,2,0,6
Heart_Failure,62,4,296,140,12,16,40
Pneumonia,370,2,104,78,14,0,36
Heart_Failure,419,1,26,18,2,0,24
Covid,189,4,252,36,8,0,64
Stroke,169,4,264,176,4,16,52
Severe_Trauma,409,3,213,108,27,0,42
Covid,131,3,30,144,18,0,42
Stroke,488,3,93,144,6,9,24
Stroke,408,3,234,84,3,0,48
Heart_Failure,401,2,86,74,6,2,48
Heart_Failure,446,3,105,123,15,0,87
Covid,437,2,120,26,2,0,22
Severe_Trauma,248,2,66,68,6,6,34
Heart_Failure,264,1,33,13,6,2,15
Sepsis,282,3,192,126,9,9,48
Heart_Failure,447,1,20,26,6,4,8
Heart_Failure,469,3,150,147,9,6,84
Sepsis,385,2,78,34,16,6,20
Severe_Trauma,92,3,174,90,15,0,21
Heart_Failure,196,4,332,116,12,16,100
Covid,167,4,212,80,4,4,52
Sepsis,446,2,154,92,4,8,18
Stroke,407,2,108,30,18,0,24
Sepsis,450,1,50,31,2,0,16
Covid,174,2,184,80,10,0,50
Heart_Failure,439,3,111,39,12,12,81
Heart_Failure,51,3,171,84,18,12,24
Covid,248,4,156,48,16,12,24
Sepsis,433,4,248,140,20,12,100
Sepsis,437,3,273,42,18,0,75
Stroke,197,2,128,68,4,6,24
Covid,132,4,244,88,4,8,20
Stroke,116,1,71,9,6,1,25
Pneumonia,190,1,63,23,4,0,27
Pneumonia,165,2,100,64,6,4,10
Covid,101,4,260,60,24,16,28
Pneumonia,320,4,96,92,16,8,104
Stroke,332,2,124,78,18,4,44
Stroke,395,3,114,123,15,0,15
Sepsis,412,4,164,188,24,8,96
Heart_Failure,260,4,140,60,8,0,32
Heart_Failure,346,2,72,74,12,0,52
Heart_Failure,263,1,31,19,5,4,11
Sepsis,154,3,252,33,18,12,81
Heart_Failure,268,3,195,126,15,0,33
Severe_Trauma,54,3,120,39,12,3,72
Stroke,89,2,32,74,16,0,12
Stroke,218,4,316,68,8,16,48
Pneumonia,267,2,174,84,2,4,50
Pneumonia,87,1,77,13,1,3,26
Heart_Failure,373,3,255,90,6,0,18
Pneumonia,237,2,142,40,2,4,58
Severe_Trauma,292,2,112,70,12,2,42
Heart_Failure,175,2,138,36,18,2,14
Severe_Trauma,303,4,372,152,36,8,28
Covid,125,2,98,20,6,2,12
Severe_Trauma,300,4,164,40,32,0,104
Covid,297,4,92,40,24,0,52
Heart_Failure,100,3,186,33,24,6,60
Heart_Failure,252,4,380,172,8,0,92
Severe_Trauma,415,4,196,176,12,8,60
Stroke,434,2,180,62,2,8,28
Heart_Failure,370,3,246,111,6,6,51
Severe_Trauma,442,4,356,192,28,8,24
Covid,188,1,88,27,5,3,25
Severe_Trauma,147,4,76,28,12,16,96
Stroke,264,2,194,32,6,0,22
Heart_Failure,395,4,288,24,28,8,32
Covid,228,1,33,7,8,0,20
Covid,434,4,396,88,28,16,112
Stroke,335,4,396,120,36,4,52
Heart_Failure,241,2,154,36,14,8,54
Severe_Trauma,285,1,96,41,3,0,5
Stroke,429,2,38,70,2,8,16
Stroke,298,3,57,45,21,0,54
Stroke,58,1,42,21,3,2,24
Covid,160,4,188,20,16,0,100
Heart_Failure,454,2,100,26,4,0,54
Sepsis,286,2,142,78,8,4,56
Heart_Failure,221,2,56,20,4,0,38
Severe_Trauma,141,2,86,78,18,4,38
Stroke,227,3,198,27,21,9,33
Severe_Trauma,485,2,188,52,6,6,58
Sepsis,415,2,152,94,2,0,54
Severe_Trauma,195,1,75,14,9,0,28
Stroke,207,2,38,28,18,0,52
Covid,389,4,156,120,20,4,40
Sepsis,331,4,236,44,24,0,32
Sepsis,414,2,50,98,6,0,38
Pneumonia,116,3,282,84,24,3,24
Pneumonia,117,3,66,18,15,3,36
Heart_Failure,426,1,41,24,2,1,17
Covid,476,2,160,12,10,8,42
Heart_Failure,103,1,50,32,2,3,26
Pneumonia,227,4,388,152,28,16,116
Covid,130,1,48,18,6,2,27
Severe_Trauma,53,1,72,37,2,1,10
Heart_Failure,433,2,118,34,8,8,12
Covid,224,2,124,62,18,4,28
Covid,73,4,348,36,20,16,52
Covid,88,1,14,44,5,1,16
Severe_Trauma,244,1,44,12,5,3,11
Heart_Failure,287,3,66,87,27,0,51
Heart_Failure,199,4,296,148,28,8,72
Stroke,350,4,168,184,8,0,88
Stroke,402,3,144,114,24,0,45
Stroke,465,4,292,36,36,12,64
Severe_Trauma,133,2,104,40,18,0,54
Severe_Trauma,292,2,102,84,16,8,22
Heart_Failure,191,1,88,15,1,3,18
Severe_Trauma,326,4,144,156,28,0,32
Heart_Failure,110,2,118,20,18,0,48
Pneumonia,476,1,33,46,6,1,6
Severe_Trauma,81,1,72,23,8,0,25
Pneumonia,390,3,204,57,21,6,87
Sepsis,115,4,72,188,12,4,20
Heart_Failure,412,2,102,64,14,8,30
Stroke,309,1,65,36,5,3,27
Stroke,242,3,276,141,9,9,84
Stroke,70,2,176,74,12,2,58
Heart_Failure,87,1,63,34,4,0,19
Sepsis,439,2,46,74,16,2,16
Heart_Failure,321,1,81,5,8,3,8
Severe_Trauma,301,4,248,144,12,8,64
Heart_Failure,123,2,94,20,4,4,48
Pneumonia,121,3,195,36,27,12,24
Pneumonia,272,1,78,10,6,1,15
Severe_Trauma,401,2,28,26,2,0,34
Severe_Trauma,150,2,124,14,16,8,50
Covid,175,4,120,64,16,4,24
Covid,280,1,91,15,8,1,20
Covid,471,4,152,156,36,16,96
Pneumonia,419,4,256,164,28,8,56
Stroke,55,2,160,38,10,2,46
Stroke,372,2,182,64,8,2,52
Sepsis,405,2,136,22,16,8,18
Pneumonia,261,4,344,164,28,4,24
Stroke,223,3,45,15,27,12,54
Pneumonia,463,4,88,152,8,4,64
Pneumonia,499,2,140,10,4,2,56
Sepsis,443,3,75,102,12,9,57
Covid,214,3,183,132,6,0,18
Severe_Trauma,54,3,156,33,21,6,48
Sepsis,85,1,62,35,2,3,18
Stroke,458,1,86,12,1,4,22
Heart_Failure,71,4,340,32,32,8,80
Severe_Trauma,221,4,180,136,20,4,20
Severe_Trauma,442,4,92,184,4,16,52
Severe_Trauma,83,1,21,11,3,2,17
Covid,103,2,154,82,6,4,58
Sepsis,151,2,198,52,2,8,14
Heart_Failure,321,1,84,28,7,2,6
Stroke,357,1,64,7,5,2,29
Heart_Failure,103,3,141,105,12,6,30
Heart_Failure,154,4,276,80,28,12,64
Heart_Failure,395,4,328,84,20,8,20
Pneumonia,409,1,59,15,3,2,18
Stroke,115,1,28,35,7,4,24
Stroke,274,2,58,60,10,0,48
Stroke,372,2,82,94,14,0,12
Severe_Trauma,69,2,84,60,6,6,24
Sepsis,78,4,352,188,12,8,64
Heart_Failure,106,2,50,44,2,4,28
Covid,425,3,105,72,24,0,42
Covid,428,1,37,34,7,2,8
Severe_Trauma,312,4,88,28,12,16,68
Sepsis,101,1,95,9,4,3,18
Stroke,93,2,146,38,18,4,22
Heart_Failure,140,3,39,75,3,12,18
Pneumonia,489,4,372,100,32,16,96
Heart_Failure,480,1,57,26,2,4,13
Pneumonia,451,1,32,36,9,1,11
Stroke,320,1,80,46,2,3,9
Stroke,232,3,168,51,18,12,54
Sepsis,234,4,156,104,32,0,68
Heart_Failure,86,2,66,94,12,4,16
Covid,304,4,208,160,12,4,100
Sepsis,215,3,57,30,12,12,63
Covid,61,2,60,62,12,6,52
Sepsis,462,4,396,88,16,12,72
Severe_Trauma,256,1,47,39,7,3,19
Severe_Trauma,81,4,344,52,20,12,28
Severe_Trauma,190,3,132,42,9,0,78
Covid,322,4,260,28,32,8,88
Covid,128,1,64,35,4,4,29
Sepsis,121,2,136,58,12,4,26
Covid,490,1,48,34,3,0,26
Heart_Failure,265,3,114,117,12,6,45
Severe_Trauma,405,3,156,90,24,3,48
Severe_Trauma,235,1,72,29,4,2,10
Covid,159,1,51,26,9,3,17
Covid,81,2,110,72,8,0,10
Stroke,311,3,102,90,12,0,30
Stroke,470,2,40,80,12,4,16
Severe_Trauma,95,2,96,22,12,4,24
Severe_Trauma,417,3,102,42,9,12,78
Sepsis,382,1,18,7,2,2,18
Covid,494,1,53,47,7,1,20
Covid,276,3,243,51,15,6,42
Pneumonia,209,4,272,192,24,8,100
Severe_Trauma,192,4,260,124,12,16,92
Pneumonia,469,4,244,168,36,8,96
Sepsis,125,3,51,111,21,0,21
Severe_Trauma,482,2,186,40,16,2,54
Covid,397,2,128,28,16,8,30
Heart_Failure,491,3,285,105,15,6,63
Severe_Trauma,199,1,59,12,4,2,6
Pneumonia,367,2,94,80,14,6,26
Severe_Trauma,236,1,39,39,2,2,19
